gr_liv_area,total_bsmt_sf,garage_area,mas_vnr_area,overall_qual,fireplace_qu,age,since_reno,tot_baths,neighbor_h,neighbor_l,garage_type_a,gr_liv_area overall_qual,garage_area overall_qual,saleprice
1350,576.0,627.0,0.0,5,0,69,37,2.5,0,1,0,6750.0,3135.0,152400
1630,1630.0,451.0,171.0,7,3,10,9,2.0,0,0,1,11410.0,3157.0,213000
1585,784.0,449.0,96.0,7,0,5,5,2.5,0,0,1,11095.0,3143.0,184900
1336,1165.0,375.0,56.0,5,4,57,57,2.0,0,0,1,6680.0,1875.0,157000
1211,864.0,576.0,0.0,5,3,48,8,1.0,0,1,0,6055.0,2880.0,144000
1353,1259.0,478.0,253.0,6,3,31,11,3.0,0,0,1,8118.0,2868.0,192350
1200,1174.0,440.0,202.0,7,3,44,44,2.5,0,0,1,8400.0,3080.0,163500
2329,1475.0,514.0,99.0,7,5,20,20,3.5,0,0,1,16303.0,3598.0,262280
1536,1536.0,532.0,113.0,7,0,8,7,3.0,0,0,1,10752.0,3724.0,214000
1811,1073.0,470.0,0.0,6,4,54,6,1.0,0,0,1,10866.0,2820.0,230000
2172,1063.0,947.0,350.0,7,4,4,4,2.5,1,0,1,15204.0,6629.0,280000
1073,1073.0,720.0,0.0,4,0,53,30,2.0,0,1,0,4292.0,2880.0,140000
1839,756.0,442.0,351.0,6,3,44,44,1.5,0,0,1,11034.0,2652.0,155000
1020,1020.0,0.0,0.0,3,0,92,60,1.0,0,1,0,3060.0,0.0,64500
1802,946.0,1017.0,85.0,6,4,17,17,3.0,0,0,0,10812.0,6102.0,218000
1009,995.0,576.0,51.0,5,2,33,33,2.0,0,0,0,5045.0,2880.0,160000
1338,1338.0,598.0,0.0,8,0,3,3,2.0,0,0,1,10704.0,4784.0,208900
3820,0.0,624.0,0.0,5,4,51,14,3.5,0,1,1,19100.0,3120.0,284700
1392,689.0,540.0,0.0,7,0,3,3,2.0,0,0,0,9744.0,3780.0,146000
1288,1260.0,500.0,0.0,8,4,14,14,2.5,0,0,1,10304.0,4000.0,245500
1013,992.0,160.0,0.0,6,0,84,60,1.0,0,1,0,6078.0,960.0,113000
1782,1782.0,932.0,238.0,8,4,6,5,3.0,1,0,1,14256.0,7456.0,296000
1922,1922.0,676.0,200.0,9,4,5,4,3.0,1,0,1,17298.0,6084.0,377426
1718,1700.0,786.0,230.0,10,4,4,3,3.0,1,0,1,17180.0,7860.0,337500
2492,2492.0,949.0,730.0,10,5,6,5,3.5,1,0,1,24920.0,9490.0,552000
936,624.0,265.0,0.0,4,0,62,60,1.0,0,1,1,3744.0,1060.0,97900
1218,1218.0,676.0,0.0,6,0,1,1,2.0,0,0,1,7308.0,4056.0,208300
1820,910.0,816.0,0.0,7,3,14,13,2.5,0,0,1,12740.0,5712.0,213000
1724,880.0,527.0,0.0,7,0,12,11,2.5,0,0,1,12068.0,3689.0,188000
1336,1121.0,488.0,632.0,6,3,52,52,1.5,0,0,1,8016.0,2928.0,162000
1558,910.0,282.0,0.0,5,0,60,60,1.5,0,1,1,7790.0,1410.0,152000
1947,991.0,678.0,0.0,7,4,6,5,2.5,0,0,1,13629.0,4746.0,254900
1657,832.0,483.0,145.0,7,0,16,15,2.5,0,0,1,11599.0,3381.0,189000
2064,2048.0,550.0,383.0,7,2,32,32,3.0,0,0,1,14448.0,3850.0,235000
1164,1164.0,240.0,0.0,5,0,60,60,2.0,0,1,0,5820.0,1200.0,125000
836,836.0,308.0,0.0,7,0,35,35,1.0,0,1,1,5852.0,2156.0,120000
1600,0.0,270.0,0.0,1,0,59,59,1.5,0,0,1,1600.0,270.0,81500
816,816.0,0.0,104.0,6,0,20,20,2.0,0,1,0,4896.0,0.0,118500
1766,1766.0,478.0,162.0,9,4,1,1,3.5,0,0,1,15894.0,4302.0,370878
2002,1001.0,871.0,0.0,5,0,61,60,2.0,0,0,0,10010.0,4355.0,145000
1954,798.0,431.0,312.0,7,3,71,4,2.0,0,0,1,13678.0,3017.0,311500
1364,1220.0,437.0,14.0,7,4,4,4,3.0,0,0,1,9548.0,3059.0,210250
1861,916.0,492.0,0.0,7,0,8,8,3.5,0,0,1,13027.0,3444.0,200000
1734,0.0,539.0,0.0,5,0,33,33,2.0,0,0,1,8670.0,2695.0,126000
1039,405.0,281.0,0.0,4,0,110,7,1.0,0,1,0,4156.0,1124.0,114000
1510,677.0,720.0,0.0,4,0,100,60,2.0,0,1,0,6040.0,2880.0,87500
2541,1149.0,729.0,146.0,8,4,5,5,4.5,1,0,1,20328.0,5832.0,349265
1512,1512.0,845.0,264.0,8,0,6,6,2.0,0,0,1,12096.0,6760.0,203000
1434,1454.0,527.0,0.0,7,3,9,9,2.0,0,0,1,10038.0,3689.0,189000
1653,812.0,628.0,0.0,7,0,7,7,3.5,0,0,1,11571.0,4396.0,209000
2007,917.0,357.0,0.0,6,0,110,60,2.0,0,1,0,12042.0,2142.0,160000
1037,1037.0,431.0,44.0,5,0,36,36,2.0,0,1,1,5185.0,2155.0,129000
1389,1389.0,418.0,0.0,5,3,36,35,2.0,0,0,1,6945.0,2090.0,170000
694,440.0,352.0,0.0,5,4,97,8,1.0,0,0,0,3470.0,1760.0,90350
1096,572.0,0.0,0.0,6,0,86,60,1.0,0,1,0,6576.0,0.0,79000
894,894.0,552.0,0.0,5,0,38,38,2.0,0,0,1,4470.0,2760.0,149900
864,864.0,576.0,0.0,5,0,39,39,2.0,0,0,0,4320.0,2880.0,123000
1774,1095.0,779.0,0.0,4,0,110,60,3.0,0,1,0,7096.0,3116.0,87000
1118,1096.0,358.0,0.0,6,1,33,33,2.0,0,0,1,6708.0,2148.0,171000
1252,1032.0,288.0,0.0,6,0,60,60,1.0,0,0,1,7512.0,1728.0,119000
1148,1148.0,672.0,0.0,5,0,51,51,2.0,0,0,1,5740.0,3360.0,132500
1666,588.0,228.0,0.0,8,4,85,14,1.0,0,1,0,13328.0,1824.0,161000
1947,1357.0,725.0,134.0,9,3,9,8,3.5,0,0,1,17523.0,6525.0,274000
912,912.0,336.0,0.0,5,2,43,43,1.0,0,1,0,4560.0,1680.0,125000
1195,1195.0,0.0,0.0,5,0,64,60,2.0,0,1,0,5975.0,0.0,98500
1624,1624.0,757.0,0.0,8,2,16,15,3.0,1,0,1,12992.0,6056.0,262000
914,914.0,444.0,40.0,5,0,31,31,2.0,0,0,1,4570.0,2220.0,134900
1328,1350.0,308.0,0.0,5,4,51,51,2.0,0,0,1,6640.0,1540.0,170000
1461,686.0,225.0,0.0,6,4,84,19,1.0,0,0,0,8766.0,1350.0,135000
2683,930.0,473.0,304.0,6,4,20,19,3.5,1,0,1,16098.0,2838.0,290000
1258,1246.0,462.0,0.0,7,0,3,3,2.0,0,0,1,8806.0,3234.0,173500
2008,896.0,230.0,0.0,5,0,62,8,4.0,0,1,1,10040.0,1150.0,225000
1187,864.0,440.0,0.0,5,3,49,49,2.0,0,0,1,5935.0,2200.0,140500
990,990.0,299.0,0.0,5,0,16,16,1.0,0,0,1,4950.0,1495.0,126000
1586,960.0,480.0,466.0,8,0,11,11,3.5,0,0,0,12688.0,3840.0,170000
990,990.0,576.0,0.0,5,0,15,15,1.5,0,0,1,4950.0,2880.0,156000
1600,1484.0,319.0,0.0,5,4,53,13,2.0,0,0,1,8000.0,1595.0,207500
1792,896.0,590.0,0.0,8,0,3,3,2.5,0,0,1,14336.0,4720.0,255000
988,462.0,297.0,0.0,4,1,37,37,2.0,0,1,1,3952.0,1188.0,94900
1170,1170.0,338.0,0.0,5,3,52,52,1.5,0,0,1,5850.0,1690.0,140000
1376,738.0,216.0,0.0,3,0,105,60,1.0,0,1,0,4128.0,648.0,96900
1154,1154.0,480.0,200.0,5,1,44,44,1.5,0,0,1,5770.0,2400.0,154000
1772,725.0,816.0,0.0,8,0,100,11,2.5,0,1,0,14176.0,6528.0,184900
2084,2078.0,1220.0,816.0,10,4,3,2,3.0,1,0,1,20840.0,12200.0,385000
951,951.0,327.0,0.0,4,0,74,60,1.0,0,1,0,3804.0,1308.0,106500
2687,1455.0,810.0,150.0,8,3,10,10,3.5,1,0,1,21496.0,6480.0,327000
2490,2458.0,795.0,198.0,9,4,5,4,3.0,0,0,1,22410.0,7155.0,468000
1666,1204.0,384.0,0.0,6,0,83,60,1.0,0,1,0,9996.0,2304.0,135000
1141,1141.0,484.0,0.0,6,0,5,5,1.5,0,0,0,6846.0,2904.0,142500
1464,732.0,470.0,0.0,5,0,42,42,1.5,0,0,1,7320.0,2350.0,141000
1347,1117.0,0.0,0.0,5,0,100,19,2.0,0,1,0,6735.0,0.0,107500
1282,672.0,240.0,0.0,5,0,68,31,2.0,0,1,0,6410.0,1200.0,108500
1320,636.0,472.0,0.0,6,0,16,16,2.5,0,0,1,7920.0,2832.0,150000
936,216.0,0.0,0.0,3,0,94,60,1.0,0,1,0,2808.0,0.0,78000
1580,1580.0,830.0,186.0,8,0,3,2,2.0,0,0,1,12640.0,6640.0,235128
1824,1643.0,739.0,351.0,7,3,39,8,3.0,0,0,1,12768.0,5173.0,302000
1558,864.0,440.0,0.0,5,0,35,9,3.0,0,0,1,7790.0,2200.0,163000
640,0.0,240.0,0.0,3,0,65,3,1.0,0,1,0,1920.0,720.0,84900
1322,855.0,440.0,0.0,6,2,36,36,3.0,0,1,1,7932.0,2640.0,147000
1826,910.0,164.0,0.0,7,4,95,5,2.5,0,1,1,12782.0,1148.0,155000
1339,1309.0,484.0,54.0,7,3,20,20,3.0,0,0,1,9373.0,3388.0,180000
1092,0.0,0.0,0.0,4,0,80,60,2.0,0,1,0,4368.0,0.0,55000
1146,868.0,438.0,442.0,7,4,7,7,3.0,0,0,1,8022.0,3066.0,187500
1125,1041.0,352.0,255.0,6,2,34,34,2.0,0,1,0,6750.0,2112.0,125000
2057,1017.0,180.0,0.0,7,4,74,23,1.5,0,0,1,14399.0,1260.0,250000
899,481.0,200.0,0.0,5,0,100,60,1.0,0,1,0,4495.0,1000.0,78000
1594,828.0,0.0,0.0,4,0,100,14,2.0,0,1,0,6376.0,0.0,118000
1694,1694.0,818.0,254.0,8,0,3,3,2.0,1,0,1,13552.0,6544.0,318000
1911,777.0,471.0,125.0,8,3,17,16,2.5,0,0,1,15288.0,3768.0,215000
672,432.0,0.0,0.0,4,0,85,60,1.0,0,1,0,2688.0,0.0,72000
1523,1193.0,478.0,160.0,6,3,34,34,2.5,0,0,1,9138.0,2868.0,180000
1651,1606.0,616.0,132.0,6,3,24,24,3.0,0,0,1,9906.0,3696.0,184000
1041,1041.0,270.0,132.0,5,0,51,51,2.0,0,0,1,5205.0,1350.0,124500
1604,1604.0,576.0,0.0,5,0,52,52,2.0,0,0,1,8020.0,2880.0,135000
1672,981.0,240.0,0.0,6,4,70,21,1.5,0,1,0,10032.0,1440.0,164900
1164,1164.0,528.0,168.0,7,0,41,41,1.5,0,0,1,8148.0,3696.0,140000
1041,1041.0,294.0,0.0,5,0,52,52,1.0,0,0,1,5205.0,1470.0,128000
1034,450.0,504.0,40.0,6,1,32,32,1.5,0,1,0,6204.0,3024.0,153000
1609,796.0,228.0,0.0,6,0,100,60,1.0,0,1,0,9654.0,1368.0,127500
1337,572.0,264.0,0.0,5,4,60,4,2.0,0,0,1,6685.0,1320.0,141500
2622,1463.0,712.0,362.0,8,3,16,15,3.5,1,0,1,20976.0,5696.0,325000
1594,1594.0,472.0,112.0,7,3,17,17,2.0,0,0,1,11158.0,3304.0,188500
1262,1262.0,572.0,68.0,6,0,4,4,2.0,0,0,1,7572.0,3432.0,185000
1175,1175.0,0.0,126.0,6,0,5,4,2.0,0,0,0,7050.0,0.0,146000
1288,624.0,280.0,0.0,6,4,93,3,2.0,0,1,1,7728.0,1680.0,119000
1302,630.0,280.0,142.0,5,0,39,39,2.5,0,1,0,6510.0,1400.0,112000
1247,1247.0,550.0,0.0,8,4,5,5,2.5,0,0,1,9976.0,4400.0,197000
2589,1738.0,831.0,215.0,9,4,4,4,3.5,1,0,1,23301.0,7479.0,412083
1689,1568.0,857.0,148.0,8,4,8,8,3.0,0,0,1,13512.0,6856.0,271000
1405,1405.0,478.0,235.0,7,4,7,7,3.0,1,0,1,9835.0,3346.0,200000
1324,1228.0,585.0,130.0,7,2,34,34,2.5,0,0,1,9268.0,4095.0,174000
1377,1377.0,351.0,0.0,5,3,50,50,2.0,0,0,1,6885.0,1755.0,156500
1756,872.0,422.0,42.0,6,0,14,13,3.5,0,0,1,10536.0,2532.0,204000
1228,1228.0,271.0,0.0,5,0,44,4,1.5,0,1,1,6140.0,1355.0,149350
1008,1008.0,275.0,0.0,5,4,56,56,1.0,0,0,1,5040.0,1375.0,137000
2031,1153.0,541.0,202.0,7,3,12,11,2.5,0,0,1,14217.0,3787.0,222500
1504,752.0,440.0,22.0,6,0,3,3,2.5,0,0,1,9024.0,2640.0,166000
936,936.0,0.0,0.0,5,4,90,60,2.0,0,1,0,4680.0,0.0,109500
1383,0.0,498.0,0.0,4,0,56,56,1.0,0,1,1,5532.0,1992.0,122000
967,967.0,180.0,0.0,5,4,90,20,1.0,0,1,0,4835.0,900.0,99900
1656,1656.0,826.0,0.0,8,0,4,4,2.0,0,0,1,13248.0,6608.0,249700
1152,1092.0,300.0,0.0,6,4,60,6,1.5,0,0,1,6912.0,1800.0,158500
1142,1142.0,0.0,0.0,6,0,5,5,1.5,0,0,0,6852.0,0.0,139500
1403,1381.0,470.0,0.0,6,0,10,10,3.0,0,0,1,8418.0,2820.0,202000
1712,1626.0,588.0,122.0,5,0,51,5,2.0,0,0,1,8560.0,2940.0,145000
1258,1198.0,400.0,0.0,4,0,41,41,3.0,0,1,0,5032.0,1600.0,108959
1687,747.0,572.0,0.0,5,3,62,60,2.0,0,0,0,8435.0,2860.0,160000
1560,1560.0,484.0,260.0,5,0,52,52,2.0,0,0,0,7800.0,2420.0,128600
1935,793.0,550.0,233.0,7,3,34,34,2.5,0,0,1,13545.0,3850.0,197900
1083,1047.0,596.0,252.0,7,2,34,34,2.0,0,0,1,7581.0,4172.0,172000
907,876.0,308.0,0.0,5,0,33,33,2.0,0,0,1,4535.0,1540.0,130000
1675,1666.0,435.0,0.0,6,0,11,10,3.0,0,0,1,10050.0,2610.0,195000
988,988.0,520.0,0.0,5,0,56,56,1.0,0,0,1,4940.0,2600.0,113000
1491,1491.0,490.0,0.0,8,0,9,9,2.0,0,0,1,11928.0,3920.0,209000
1479,1645.0,578.0,310.0,7,2,23,21,4.5,0,0,1,10353.0,4046.0,213500
1112,631.0,480.0,0.0,5,0,59,59,1.0,0,0,0,5560.0,2400.0,126000
1689,1436.0,480.0,0.0,6,4,54,54,1.0,0,1,1,10134.0,2880.0,127500
1710,1710.0,557.0,178.0,9,4,3,3,3.0,1,0,1,15390.0,5013.0,334000
1253,1253.0,352.0,212.0,6,2,50,50,2.5,0,0,1,7518.0,2112.0,157000
864,864.0,294.0,0.0,5,0,48,48,1.0,0,0,0,4320.0,1470.0,125500
1456,728.0,410.0,0.0,7,4,5,5,3.5,0,0,1,10192.0,2870.0,189000
1217,1188.0,497.0,0.0,7,0,20,19,3.0,0,0,1,8519.0,3479.0,173000
2646,1748.0,550.0,145.0,7,3,36,36,4.0,0,0,1,18522.0,3850.0,260000
1768,866.0,578.0,0.0,8,0,3,3,2.5,0,0,1,14144.0,4624.0,212000
914,870.0,576.0,0.0,5,0,14,14,1.0,0,0,0,4570.0,2880.0,148000
1775,533.0,480.0,0.0,6,0,46,46,2.0,0,0,1,10650.0,2880.0,136300
2620,1361.0,600.0,1.0,5,3,33,33,3.0,0,1,1,13100.0,3000.0,190000
1627,797.0,420.0,0.0,5,0,110,4,2.0,0,1,0,8135.0,2100.0,139500
1320,660.0,400.0,0.0,7,0,7,7,2.5,0,0,1,9240.0,2800.0,162000
1123,732.0,264.0,0.0,4,0,71,60,1.0,0,1,0,4492.0,1056.0,100000
874,864.0,288.0,0.0,5,0,42,7,2.0,0,0,1,4370.0,1440.0,126500
2730,1502.0,576.0,172.0,7,3,24,23,3.5,0,0,1,19110.0,4032.0,301000
1786,824.0,684.0,0.0,6,0,13,13,3.5,0,0,1,10716.0,4104.0,204750
1040,0.0,420.0,0.0,4,0,61,60,2.0,0,0,0,4160.0,1680.0,90000
2350,973.0,393.0,0.0,5,0,90,50,2.0,0,1,0,11750.0,1965.0,130000
1770,900.0,530.0,300.0,5,0,42,42,2.5,0,0,1,8850.0,2650.0,155000
1269,1269.0,308.0,0.0,5,2,50,50,1.5,0,0,0,6345.0,1540.0,155000
1039,1039.0,504.0,0.0,5,0,45,45,2.5,0,1,1,5195.0,2520.0,131500
1520,1156.0,364.0,164.0,6,4,55,38,2.0,0,0,0,9120.0,2184.0,153000
1704,1704.0,772.0,200.0,8,4,3,2,3.0,1,0,1,13632.0,6176.0,306000
1686,1686.0,899.0,518.0,9,4,4,4,3.0,1,0,1,15174.0,8091.0,332200
1646,1638.0,800.0,338.0,8,4,3,2,3.0,0,0,1,13168.0,6400.0,293077
914,914.0,270.0,0.0,4,0,49,49,1.0,0,0,0,3656.0,1080.0,128000
1616,1149.0,216.0,0.0,6,0,84,6,2.0,0,1,0,9696.0,1296.0,152000
1192,720.0,0.0,0.0,4,0,61,60,1.5,0,0,0,4768.0,0.0,135000
2210,1008.0,205.0,0.0,6,0,130,60,2.0,0,1,0,13260.0,1230.0,117500
1296,845.0,576.0,0.0,6,0,83,60,1.0,0,1,0,7776.0,3456.0,127500
2497,2461.0,676.0,0.0,8,4,29,29,3.0,0,0,1,19976.0,5408.0,373000
1092,546.0,0.0,0.0,6,0,40,3,2.5,0,1,0,6552.0,0.0,98000
1652,423.0,473.0,44.0,7,0,16,3,3.5,0,0,1,11564.0,3311.0,203135
1716,880.0,512.0,0.0,7,3,14,14,2.5,0,0,1,12012.0,3584.0,191000
1014,0.0,267.0,0.0,5,0,54,54,1.0,0,0,1,5070.0,1335.0,98000
1200,1200.0,0.0,0.0,5,0,23,22,6.0,0,1,0,6000.0,0.0,179000
1432,1422.0,492.0,206.0,8,4,4,4,2.0,0,0,1,11456.0,3936.0,245000
1680,1650.0,583.0,0.0,7,3,12,11,3.0,0,0,1,11760.0,4081.0,213250
869,0.0,390.0,0.0,4,0,62,60,1.0,0,1,0,3476.0,1560.0,89900
1718,832.0,427.0,40.0,7,3,12,12,2.5,0,0,1,12026.0,2989.0,185000
1092,525.0,264.0,567.0,6,0,37,37,1.5,0,1,0,6552.0,1584.0,113500
715,715.0,660.0,0.0,3,0,81,60,1.0,0,0,0,2145.0,1980.0,68000
1560,1560.0,573.0,0.0,7,0,7,7,2.0,0,0,1,10920.0,4011.0,201000
1768,866.0,603.0,0.0,7,0,5,5,2.5,0,0,1,12376.0,4221.0,226700
2290,2320.0,1174.0,970.0,10,4,3,3,4.5,1,0,1,22900.0,11740.0,500067
1598,848.0,433.0,0.0,7,4,6,5,2.5,0,0,1,11186.0,3031.0,201490
990,990.0,528.0,0.0,5,0,16,16,2.0,0,0,0,4950.0,2640.0,155000
941,941.0,564.0,124.0,5,0,32,32,2.0,0,0,1,4705.0,2820.0,145000
1362,611.0,502.0,0.0,6,0,90,11,2.0,0,1,0,8172.0,3012.0,128000
1690,915.0,442.0,0.0,6,3,10,10,3.5,0,0,1,10140.0,2652.0,187000
1072,547.0,525.0,80.0,6,0,5,4,2.0,0,1,0,6432.0,3150.0,145500
572,572.0,200.0,0.0,4,0,85,60,1.0,0,1,0,2288.0,800.0,75000
1546,1546.0,796.0,204.0,7,0,5,4,2.0,0,0,1,10822.0,5572.0,217000
1346,1336.0,660.0,60.0,7,3,2,2,3.0,0,0,1,9422.0,4620.0,220000
1790,732.0,484.0,288.0,6,3,38,38,3.0,0,0,1,10740.0,2904.0,165150
1026,940.0,576.0,0.0,6,0,32,32,2.0,0,0,0,6156.0,3456.0,147000
1504,1504.0,478.0,196.0,7,3,14,14,3.0,0,0,1,10528.0,3346.0,203000
1700,1398.0,447.0,0.0,5,4,51,51,2.0,0,0,1,8500.0,2235.0,165500
864,864.0,0.0,0.0,3,0,96,60,2.0,0,1,0,2592.0,0.0,67000
1851,822.0,440.0,340.0,6,2,46,17,2.5,0,0,1,11106.0,2640.0,187000
1512,756.0,440.0,513.0,6,0,10,10,3.5,0,0,0,9072.0,2640.0,180000
1298,651.0,240.0,0.0,6,4,89,5,2.0,0,0,0,7788.0,1440.0,146500
1673,1673.0,583.0,0.0,7,3,10,10,3.0,0,0,1,11711.0,4081.0,270000
996,936.0,564.0,0.0,6,0,18,18,2.0,0,0,1,5976.0,3384.0,147000
1224,816.0,280.0,0.0,6,0,62,6,2.0,0,0,0,7344.0,1680.0,132000
1374,840.0,338.0,0.0,4,0,90,60,1.0,0,1,0,5496.0,1352.0,105000
1716,780.0,0.0,0.0,5,0,98,10,3.0,0,1,0,8580.0,0.0,135900
3279,1650.0,841.0,603.0,8,4,7,7,4.5,1,0,1,26232.0,6728.0,538000
1143,1143.0,0.0,0.0,7,0,4,4,1.5,0,0,0,8001.0,0.0,147000
1652,1652.0,840.0,300.0,9,5,4,3,3.0,1,0,1,14868.0,7560.0,325000
1054,1046.0,240.0,0.0,5,0,63,17,1.0,0,1,0,5270.0,1200.0,124000
935,935.0,288.0,114.0,5,0,45,45,2.0,0,1,1,4675.0,1440.0,137000
2377,1313.0,528.0,0.0,4,3,95,60,2.0,0,1,0,9508.0,2112.0,142900
1122,924.0,528.0,0.0,5,0,62,5,2.0,0,1,1,5610.0,2640.0,147000
1180,1180.0,477.0,0.0,5,0,40,40,1.5,0,0,1,5900.0,2385.0,128000
1690,815.0,225.0,0.0,7,4,94,60,1.0,0,1,0,11830.0,1575.0,144000
1370,1370.0,484.0,178.0,8,4,4,4,2.0,1,0,1,10960.0,3872.0,205000
1486,1486.0,480.0,0.0,5,0,46,11,2.0,0,1,0,7430.0,2400.0,167000
1131,676.0,200.0,0.0,5,0,69,60,1.5,0,1,0,5655.0,1000.0,66500
2799,1286.0,704.0,420.0,8,3,17,17,3.5,1,0,1,22392.0,5632.0,315000
1456,728.0,440.0,0.0,7,3,4,4,2.5,0,0,1,10192.0,3080.0,155835
1734,1587.0,528.0,0.0,8,0,15,14,3.0,1,0,1,13872.0,4224.0,239500
1531,1504.0,700.0,122.0,9,4,4,4,3.0,1,0,1,13779.0,6300.0,300000
1922,1922.0,692.0,886.0,8,5,8,8,3.0,0,0,1,15376.0,5536.0,282000
1144,1144.0,336.0,69.0,5,4,50,50,1.0,0,0,1,5720.0,1680.0,120000
1363,1385.0,439.0,0.0,7,3,56,5,2.0,0,0,1,9541.0,3073.0,241500
1866,1858.0,870.0,492.0,9,4,2,2,3.0,1,0,1,16794.0,7830.0,336860
1077,1007.0,210.0,0.0,3,4,88,60,1.0,0,1,0,3231.0,630.0,91000
1550,1550.0,528.0,0.0,8,0,4,3,2.5,0,0,1,12400.0,4224.0,207500
1646,1594.0,482.0,174.0,7,4,6,5,3.5,0,0,1,11522.0,3374.0,250000
1248,1248.0,438.0,16.0,7,0,5,4,2.0,0,0,1,8736.0,3066.0,167240
1245,1235.0,495.0,0.0,7,0,6,5,2.0,0,0,1,8715.0,3465.0,178000
1052,1052.0,311.0,203.0,6,0,47,47,2.0,0,0,1,6312.0,1866.0,127000
1829,1829.0,535.0,120.0,6,0,43,43,3.0,0,0,1,10974.0,3210.0,218500
952,952.0,283.0,0.0,4,0,54,54,1.0,0,0,0,3808.0,1132.0,135750
1480,1480.0,620.0,506.0,7,0,7,1,3.0,0,0,1,10360.0,4340.0,214000
1844,1844.0,620.0,366.0,8,4,5,4,3.0,0,0,1,14752.0,4960.0,257000
1497,825.0,672.0,0.0,6,0,73,10,2.0,0,1,0,8982.0,4032.0,157000
976,976.0,215.0,0.0,5,0,68,60,2.0,0,1,0,4880.0,1075.0,102000
964,876.0,432.0,0.0,5,0,89,4,2.0,0,0,0,4820.0,2160.0,163500
1501,1490.0,577.0,183.0,7,0,11,11,3.0,0,0,1,10507.0,4039.0,204000
1560,1150.0,313.0,259.0,5,3,54,54,1.0,0,1,1,7800.0,1565.0,103500
3395,1440.0,0.0,0.0,6,0,96,15,2.0,0,1,0,20370.0,0.0,200000
864,864.0,399.0,0.0,5,0,52,52,1.5,0,1,1,4320.0,1995.0,118000
1525,1525.0,541.0,244.0,7,0,10,10,3.0,0,0,1,10675.0,3787.0,235000
1190,1106.0,540.0,120.0,5,0,48,48,2.0,0,0,1,5950.0,2700.0,132500
1830,1302.0,859.0,0.0,8,0,4,4,2.5,0,0,1,14640.0,6872.0,221300
1500,1500.0,570.0,210.0,7,0,6,6,2.0,0,0,1,10500.0,3990.0,190000
1762,826.0,591.0,199.0,7,0,8,8,2.5,0,0,1,12334.0,4137.0,222000
1902,1902.0,567.0,0.0,7,3,51,8,3.0,0,0,1,13314.0,3969.0,335000
1658,1614.0,726.0,294.0,8,4,2,2,2.5,0,0,1,13264.0,5808.0,257500
1506,1498.0,592.0,284.0,9,4,2,2,2.0,0,0,1,13554.0,5328.0,264132
899,864.0,288.0,89.0,5,0,43,6,1.0,0,1,1,4495.0,1440.0,130000
1654,297.0,336.0,0.0,5,4,80,28,2.0,0,1,0,8270.0,1680.0,137000
912,520.0,360.0,0.0,5,0,80,15,1.0,0,1,0,4560.0,1800.0,99500
1373,1319.0,591.0,0.0,5,3,32,32,2.0,0,1,1,6865.0,2955.0,160250
1709,970.0,380.0,50.0,7,0,6,6,2.0,0,1,0,11963.0,2660.0,130000
816,816.0,100.0,0.0,5,0,88,60,1.0,0,1,0,4080.0,500.0,75200
1091,384.0,429.0,0.0,6,0,17,14,1.5,0,0,1,6546.0,2574.0,131250
1081,1081.0,401.0,276.0,6,0,50,17,2.0,0,0,0,6486.0,2406.0,148000
1020,1024.0,288.0,0.0,5,0,45,45,2.0,0,1,1,5100.0,1440.0,124100
999,944.0,588.0,210.0,7,0,49,3,2.0,0,0,1,6993.0,4116.0,178400
1440,1440.0,0.0,0.0,4,0,33,33,4.0,0,1,0,5760.0,0.0,150000
1753,853.0,534.0,290.0,7,2,12,11,3.5,0,0,1,12271.0,3738.0,217000
1964,1100.0,760.0,192.0,8,4,5,4,2.5,0,0,1,15712.0,6080.0,252000
1141,1141.0,484.0,0.0,7,0,4,4,2.5,0,0,0,7987.0,3388.0,152000
854,832.0,576.0,0.0,7,0,81,9,1.0,0,1,0,5978.0,4032.0,132000
1182,770.0,378.0,0.0,6,0,65,60,1.5,0,1,0,7092.0,2268.0,120000
2091,1606.0,521.0,385.0,9,4,5,4,3.5,1,0,1,18819.0,4689.0,338500
985,576.0,676.0,0.0,4,0,90,16,1.5,0,0,0,3940.0,2704.0,105000
1446,729.0,406.0,0.0,7,3,14,13,3.0,0,0,1,10122.0,2842.0,175000
2022,1160.0,505.0,299.0,7,3,33,33,2.5,0,0,1,14154.0,3535.0,192000
1948,847.0,434.0,0.0,7,4,6,5,2.5,0,0,1,13636.0,3038.0,195000
1590,768.0,676.0,0.0,8,0,2,2,2.5,0,0,1,12720.0,5408.0,210000
1948,847.0,434.0,16.0,7,4,7,7,2.5,0,0,1,13636.0,3038.0,211000
1324,672.0,240.0,0.0,4,0,74,60,1.0,0,1,0,5296.0,960.0,128000
1425,1425.0,576.0,272.0,6,4,46,46,2.0,0,0,1,8550.0,3456.0,180500
2337,662.0,560.0,0.0,5,0,110,60,2.0,0,1,0,11685.0,2800.0,90000
908,822.0,512.0,0.0,5,0,70,14,1.0,0,0,1,4540.0,2560.0,138500
1492,738.0,440.0,0.0,7,0,4,4,2.5,0,0,1,10444.0,3080.0,169985
1150,1150.0,288.0,0.0,5,0,49,49,1.0,0,0,1,5750.0,1440.0,146000
2097,1080.0,678.0,0.0,7,3,17,17,3.0,0,0,1,14679.0,4746.0,228000
1256,1256.0,311.0,0.0,5,0,51,51,2.5,0,0,1,6280.0,1555.0,159000
